,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
1027,Richard Goldman,336,2001,1950,Goldman Insurance and Risk Management,founder,insurance,new,0,male,United States,USA,10600000000000.0,North America,self-made finance,1.5,Financial,True,Hedge funds,not inherited,True,True
1028,Richard Kinder,336,2001,1997,Kinder Morgan Energy Partners,founder,energy,new,54,male,United States,USA,10600000000000.0,North America,founder non-finance,1.5,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1029,Richard Marriott,336,2001,1927,Marriot,relation,real estate,new,62,male,United States,USA,10600000000000.0,North America,inherited,1.5,Financial,True,Real Estate,father,True,True
1030,Roberto Marinho,336,2001,1925,Globo Organizations,relation,communication,new,0,male,Brazil,BRA,560000000000.0,Latin America,inherited,1.5,Non-Traded Sectors,True,Media,father,True,True
1031,Stelios Haji-Ioannou,336,2001,1995,Easy Jet,founder,airline,new,0,male,Greece,GRC,136000000000.0,Europe,founder non-finance,1.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1032,Steven Rales,336,2001,1979,Danaher,founder,venture capitalist,new,48,male,United States,USA,10600000000000.0,North America,founder non-finance,1.5,New Sectors,True,Technology-Medical,not inherited,True,True
1033,Tiong Hiew King,336,2001,1976,Rimbunan Hijau Group,founder,raw materials,new,65,male,Malaysia,MYS,92783947368.0,East Asia,privatized and resources,1.5,Resource Related,True,Mining and metals,not inherited,True,True
1034,Dennis Washington,337,1996,1964,Washington Companies,founder,construction,new,61,male,United States,USA,8100000000000.0,North America,founder non-finance,1.2,Non-Traded Sectors,True,Constrution,not inherited,True,True
1035,Kathryn McCurry Albertson,338,1996,1939,Albertsons,relation,service,new,0,female,United States,USA,8100000000000.0,North America,inherited,1.2,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True
1036,Robert Galvin,339,1996,1928,Motorola,relation,communication,new,73,male,United States,USA,8100000000000.0,North America,inherited,1.2,Non-Traded Sectors,True,Media,father,True,True
1037,Donald Fisher,340,1996,1969,The Gap,founder,clothing ,new,67,male,United States,USA,8100000000000.0,North America,founder non-finance,1.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1038,Barbara Carlson Gage,340,2014,1938,Carlson Inc,relation,service,new,71,female,United States,USA,0.0,North America,inherited,4.4,Financial,True,Real Estate,father,True,True
1039,Guenter Herz & Family,340,2014,1949,Maxingvest AG,relation,coffee,new,73,male,Germany,DEU,0.0,Europe,inherited,4.4,Traded Sectors,True,Consumer,father,True,True
1040,Kelcy Warren,340,2014,1994,Energy Transfer Partners,Chairman and Chief Executive Officer,gas and propane,new,58,male,United States,USA,0.0,North America,executive,4.4,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1041,Luo Jye,340,2014,1967,Maxxis,founder,tires,new,88,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,4.4,Traded Sectors,True,Consumer,not inherited,True,True
1042,Marilyn Carlson Nelson,340,2014,1938,Carlson Inc,relation,service,new,74,female,United States,USA,0.0,North America,inherited,4.4,Financial,True,Real Estate,father,True,True
1043,Doris Fisher,341,1996,1969,The Gap,founder,clothing ,new,65,female,United States,USA,8100000000000.0,North America,founder non-finance,1.2,Traded Sectors,True,Consumer,not inherited,True,True
1044,David Duffield,342,1996,1987,PeopleSoft,founder,software,new,55,male,United States,USA,8100000000000.0,North America,founder non-finance,1.2,New Sectors,True,Technology-Computer,not inherited,True,True
1045,Fayez Sarofim,343,1996,1958,Fayez Sarofim & Co,relation,finance,new,67,male,United States,USA,8100000000000.0,North America,self-made finance,1.2,Financial,True,Money Management,not inherited,True,True
1046,Paul Mellon,344,1996,1869,Mellon Bank,relation,finance,new,0,male,United States,USA,8100000000000.0,North America,inherited,1.2,0,True,Other,3rd generation,True,True
1047,Susan Thompson Buffett,345,1996,1962,Berkshire Hathaway,relation,finance,new,63,female,United States,USA,8100000000000.0,North America,inherited,1.2,Traded Sectors,True,Consumer,spouse/widow,True,True
1048,Dan Olsson,345,2014,1939,Stena Sphere,relation,service,new,67,male,Sweden,SWE,0.0,Europe,inherited,4.3,Financial,True,Diversified financial,father,True,True
1049,Emanuele (Lino) Saputo,345,2014,1954,Saputo Inc,relation,cheese,new,77,male,Canada,CAN,0.0,North America,inherited,4.3,Traded Sectors,True,Consumer,father,True,True
1050,Guo Guangchang,345,2014,1992,Fosun Group,founder,finance,new,47,male,China,CHN,0.0,East Asia,self-made finance,4.3,Financial,True,Diversified financial,not inherited,True,True
1051,Lee Shin Cheng,345,2014,1969,IOI Group,founder and chairman,palm oil/real estate,new,74,male,Malaysia,MYS,0.0,East Asia,privatized and resources,4.3,Resource Related,True,Mining and metals,not inherited,True,True
1052,Liang Wengen,345,2014,1989,Sany Heavy Industry,founder,heavy manufacturing,new,57,male,China,CHN,0.0,East Asia,founder non-finance,4.3,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1053,"Paul Tudor Jones, II.",345,2014,1980,Tudor Investment Corporation,founder,finance,new,59,male,United States,USA,0.0,North America,self-made finance,4.3,Financial,True,Hedge funds,not inherited,True,True
1054,Sam Zell,345,2014,1968,Equity Group Investments,founder,real estate,new,72,male,United States,USA,0.0,North America,self-made finance,4.3,Financial,True,Real Estate,not inherited,True,True
1055,Samvel Karapetyan,345,2014,1999,Tashir Group,founder,real estate,new,48,male,Russia,RUS,0.0,Europe,founder non-finance,4.3,Financial,True,Other,not inherited,True,True
1056,Wang Chuanfu,345,2014,1995,BYD Company,founder,mobile phone batteries,new,48,male,China,CHN,0.0,East Asia,founder non-finance,4.3,Traded Sectors,True,Consumer,not inherited,True,True
1057,Sam Zell,346,1996,1968,Equity Group Investments,founder,real estate,new,54,male,United States,USA,8100000000000.0,North America,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True
1058,Peter Haas Jr,347,1996,1853,Levi Strauss & co,relation,jeans,new,0,male,United States,USA,8100000000000.0,North America,inherited,1.2,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
1059,Bemberg family,348,1996,1888,Cerveza Quilmes,relation,beverages,new,0,,Argentina,ARG,272000000000.0,Latin America,inherited,1.1,Traded Sectors,True,Consumer,5th generation or longer,True,True
1060,Leon Feffer,349,1996,1939,Suzano Papel e Celulose,founder,paper,new,0,male,Brazil,BRA,854000000000.0,Latin America,founder non-finance,1.1,Traded Sectors,True,Consumer,not inherited,True,True
1061,Galen Weston,350,1996,1882,George Weston Limited,relation,food distribution,new,55,male,Canada,CAN,627000000000.0,North America,inherited,1.1,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
1062,Run Run Shaw,351,1996,1957,Shaw Brothers Studio,founder,communication,new,0,male,Hong Kong,HKG,160000000000.0,East Asia,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True
1063,George Wong,352,1996,1950,Chyau Fwu Corp,relation,real estate,new,0,male,Hong Kong,HKG,160000000000.0,East Asia,inherited,1.1,Financial,True,Real Estate,not inherited,True,True
1064,Dhirubhai Ambani,353,1996,1966,Reliance,founder,raw materials,new,0,male,India,IND,400000000000.0,South Asia,founder non-finance,1.1,Traded Sectors,True,Consumer,not inherited,True,True
1065,Kenichi Mabuchi,354,1996,1946,Mabuchi Motor Company,founder,software,new,-7,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,1.1,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1066,Akira Mori,354,2014,1959,Mori Building,relation,construction,new,77,male,Japan,JPN,0.0,East Asia,inherited,4.2,Financial,True,Real Estate,father,True,True
1067,Bernard Ecclestone,354,2014,1978,Formula One Group,investor and  CEO,racing,aquired,83,male,United Kingdom,GBR,0.0,Europe,executive,4.2,0,True,Other,not inherited,True,True
1068,Elizabeth Mohn,354,2014,1835,Bertelsmann,relation,communication,new,73,female,Germany,DEU,0.0,Europe,inherited,4.2,Non-Traded Sectors,True,Media,spouse/widow,True,True
1069,Enrique Razon,354,2014,1940,International Containter Terminal Services,relation,port containers,new,54,male,Philippines,PHL,0.0,East Asia,inherited,4.2,Financial,True,Real Estate,father,True,True
1070,Friede Springer,354,2014,1946,Axel Sbringer AG,relation,entertainment,new,71,female,Germany,DEU,0.0,Europe,inherited,4.2,Non-Traded Sectors,True,Media,spouse/widow,True,True
1071,Jeronimo Arango,354,2014,1958,Aurrera,founder,service,new,88,male,Mexico,MEX,0.0,Latin America,founder non-finance,4.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1072,Leonard Stern,354,2014,1926,Hartz Group,relation,"pet supplies, real estate",new,75,male,United States,USA,0.0,North America,inherited,4.2,Financial,True,Real Estate,father,True,True
1073,Lin Rong San,354,2014,1989,Union Bank of Taiwan,founder,banking/publishing,new,74,male,Taiwan,Taiwan,0.0,East Asia,self-made finance,4.2,Financial,True,Real Estate,not inherited,True,True
1074,Malcolm Glazer,354,2014,1984,First Allied Corporation,founder,"investments/real estate, sports teams",new,85,male,United States,USA,0.0,North America,founder non-finance,4.2,Traded Sectors,True,Consumer,not inherited,True,True
1075,Ralph Dommermuth,354,2014,1988,United Internet,founder,internet provider,new,50,male,Germany,DEU,0.0,Europe,founder non-finance,4.2,New Sectors,True,Technology-Computer,not inherited,True,True
1076,Ted Lerner,354,2014,1952,Lerner Enterprises,founder,real estate,new,88,male,United States,USA,0.0,North America,self-made finance,4.2,Financial,True,Real Estate,not inherited,True,True
1077,Wang Wenyin,354,2014,1994,Amer International Group,owner,copper/mining,new,46,male,China,CHN,0.0,East Asia,privatized and resources,4.2,Resource Related,True,Mining and metals,not inherited,True,True
1078,William Ding,354,2014,1997,NetEase,founder and CEO,communication,new,42,male,China,CHN,0.0,East Asia,founder non-finance,4.2,New Sectors,True,Technology-Computer,not inherited,True,True
1079,Kazuo Inamori,355,1996,1959,Kyocera,founder,software,new,0,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,1.1,New Sectors,True,Technology-Computer,not inherited,True,True
1080,Isono family,356,1996,0,,,,,0,,Japan,JPN,4710000000000.0,East Asia,,1.1,Traded Sectors,True,Consumer,not inherited,True,True
1081,Renichi Takenaka,357,1996,1610,Takenaka,relation,construction,new,0,male,Japan,JPN,4710000000000.0,East Asia,inherited,1.1,Non-Traded Sectors,True,Constrution,5th generation or longer,True,True
1082,Ryusuke Kimura,358,1996,0,,,,,0,,Japan,JPN,4710000000000.0,East Asia,,1.1,0,True,Other,not inherited,True,True
1083,Kim Suk-won,359,1996,0,,,,,0,,South Korea,KOR,603000000000.0,East Asia,,1.1,Financial,True,Diversified financial,not inherited,True,True
1084,Yahaya Ahmad,360,1996,1980,DRB-HICOM Group,Chairman and Chief Executive Officer,cars,state owned enterprise,0,male,Malaysia,MYS,101000000000.0,East Asia,privatized and resources,1.1,Traded Sectors,True,Consumer,not inherited,True,True
1085,Eugenio Garza Lagnera,361,1996,1890,Femsa,relation,beverages,new,0,male,Mexico,MEX,397000000000.0,Latin America,inherited,1.1,0,True,0,3rd generation,True,True
1086,Roberto Gonzalez Barrera,362,1996,1948,Maseca,founder,tortillas,new,49,male,Mexico,MEX,397000000000.0,Latin America,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True
1087,Isaac Saba Raffoul,363,1996,1892,Groupo Casa Saba,founder,medicals,aquired,72,male,Mexico,MEX,397000000000.0,Latin America,self-made finance,1.1,Financial,True,Diversified financial,not inherited,True,True
1088,Barbara Carlson Gage,363,2001,1938,Carlson Inc,relation,service,new,59,female,United States,USA,10600000000000.0,North America,inherited,1.4,Financial,True,Real Estate,father,True,True
1089,Emilio Botin,363,2001,1857,Grupo Santander,relation,finance,new,66,male,Spain,ESP,626000000000.0,Europe,inherited,1.4,Financial,True,Money Management,father,True,True
1090,Franklin Booth,363,2001,1962,Berkshire Hathaway,investor ,finance,new,78,male,United States,USA,10600000000000.0,North America,self-made finance,1.4,Financial,True,Money Management,not inherited,True,True
1091,George Lindemann,363,2001,1972,"Vision Cable, Metro Mobile, Southern Union",Chairman and Chief Executive Officer,communication,new,64,male,United States,USA,10600000000000.0,North America,self-made finance,1.4,Financial,True,Money Management,not inherited,True,True
1092,Gloria von Thurn und Taxis,363,2001,1615,von Thurn and Taxis family,relation,"postal service, beverages",new,0,female,Germany,DEU,1950000000000.0,Europe,inherited,1.4,Financial,True,Money Management,5th generation or longer,True,True
1093,Jay Van Andel,363,2001,1959,Amway,founder,consumer goods,new,76,male,United States,USA,10600000000000.0,North America,founder non-finance,1.4,Traded Sectors,True,Consumer,not inherited,True,True
1094,John van Vlissingen,363,2001,1975,BCD Holdings,founder,travel company,new,62,male,Netherlands,NLD,426000000000.0,Europe,privatized and resources,1.4,Resource Related,True,Energy,not inherited,True,True
1095,Koo Chen-fu,363,2001,1940,Koos group,founder,finance,new ,0,male,Taiwan,Taiwan,0.0,East Asia,self-made finance,1.4,Financial,True,Diversified financial,not inherited,True,True
1096,Marilyn Carlson Nelson,363,2001,1938,Carlson Inc,relation,service,new,62,female,United States,USA,10600000000000.0,North America,inherited,1.4,Financial,True,Real Estate,father,True,True
1097,Mark Cuban,363,2001,1995,Broadcast.com,founder,web broadcasting,new,40,male,United States,USA,10600000000000.0,North America,founder non-finance,1.4,Non-Traded Sectors,True,Media,not inherited,True,True
1098,Michael Hilti,363,2001,0,,,,,54,male,Liechtenstein,LIE,2491800559.0,Europe,executive,1.4,Non-Traded Sectors,True,Constrution,father,True,True
1099,Miuccia Prada,363,2001,1913,Prada,relation,luxury goods,new,51,female,Italy,ITA,1160000000000.0,Europe,inherited,1.4,Traded Sectors,True,Consumer,father,True,True
1100,Pierre Bellon,363,2001,1960,Sodexo,founder,catering,new,71,male,France,FRA,1380000000000.0,Europe,founder non-finance,1.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1101,Rafael del Pino,363,2001,1952,Ferrovial,relation,construction,new,80,male,Spain,ESP,626000000000.0,Europe,inherited,1.4,Non-Traded Sectors,True,Constrution,father,True,True
1102,Robert McNair,363,2001,1983,Cogen Technologies,founder,cogeneration,new,60,male,United States,USA,10600000000000.0,North America,privatized and resources,1.4,Resource Related,True,Energy,not inherited,True,True
1103,Roman Abramovich,363,2001,1988,Millhouse LLC,founder,private investment company,new,34,male,Russia,RUS,307000000000.0,Europe,privatized and resources,1.4,Resource Related,True,Energy,not inherited,True,True
1104,Soichiro Fukutake,363,2001,1955,Benesse Corporation,relation,entertainment,new,55,male,Japan,JPN,4160000000000.0,East Asia,inherited,1.4,0,True,Other,father,True,True
1105,Stanley Druckenmiller,363,2001,1981,Duquesne Capital,founder,finance,new,47,male,United States,USA,10600000000000.0,North America,self-made finance,1.4,Financial,True,Hedge funds,not inherited,True,True
1106,Stein Erik Hagen,363,2001,1977,RIMI,founder,service,new,44,male,Norway,NOR,174000000000.0,Europe,founder non-finance,1.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1107,Stephen Case,363,2001,1985,AOL,Chairman and Chief Executive Officer,communication,new,49,male,United States,USA,10600000000000.0,North America,executive,1.4,New Sectors,True,Technology-Computer,not inherited,True,True
1108,Thomas Frist,363,2001,1968,Hostpital Corporation of America,founder/relation,medicals,new,62,male,United States,USA,10600000000000.0,North America,founder non-finance,1.4,New Sectors,True,Technology-Medical,not inherited,True,True
1109,Willi and Isolde Liebherr,363,2001,1949,Liebherr,relation,construction,new,0,married couple,Switzerland,CHE,279000000000.0,Europe,inherited,1.4,Non-Traded Sectors,True,Constrution,not inherited,True,True
1110,William Ford,363,2001,1903,Ford Motor Company,relation,automobiles,new,0,male,United States,USA,10600000000000.0,North America,inherited,1.4,Traded Sectors,True,Consumer,3rd generation,True,True
1111,William Kellogg,363,2001,1962,Khol's,CEO,retail,new,57,male,United States,USA,10600000000000.0,North America,executive,1.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1112,Juan and Carlos March,364,1996,1916,Acciona Trasmediterranea,relation,service,new,0,male,Spain,ESP,641000000000.0,Europe,inherited,1.1,Financial,True,Diversified financial,3rd generation,True,True
1113,Baron Hans Heinrich Thyssen-Bornemisza,365,1996,1926,TBG (Thyssen-Bornemisza Group) Holdings,relation,raw materials,new,0,male,Switzerland,CHE,330000000000.0,Europe,inherited,1.1,Traded Sectors,True,Non-consumer industrial,3rd generation,True,True
1114,Chang Yung Fa,366,1996,1961,Evergreen Group,founder,service,new,69,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,1.1,0,True,Other,not inherited,True,True
1115,Robert Haas,367,1996,1853,Levi Strauss & co,relation,jeans,new,0,male,United States,USA,8100000000000.0,North America,inherited,1.1,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
1116,Anthony Bamford,367,2014,1945,JCB,relation,"heavy equiptment (excavators, backhoes and tractors)",new,68,male,United Kingdom,GBR,0.0,Europe,inherited,4.1,Non-Traded Sectors,True,Constrution,father,True,True
1117,Barry Lam,367,2014,1988,Quanta Computer,founder,software,new,64,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,4.1,New Sectors,True,Technology-Computer,not inherited,True,True
1118,Beny Steinmetz,367,2014,1940,Steinmetz Diamond Group and BSGR,relation,diamonds,new,57,male,Israel,ISR,0.0,Middle East/North Africa,inherited,4.1,Resource Related,True,Mining and metals,father,True,True
1119,Eduardo Saverin,367,2014,2004,Facebook,founder,communication,new,31,male,Brazil,BRA,0.0,Latin America,founder non-finance,4.1,New Sectors,True,Technology-Computer,not inherited,True,True
1120,Francisco Ivens de Sa Dias Branco,367,2014,1927,M. Dias Branco S.A.,relation,food production,new,77,male,Brazil,BRA,0.0,Latin America,executive,4.1,Traded Sectors,True,Consumer,not inherited,True,True
1121,Ingvar Kamprad,367,2014,1943,IKEA,founder,furniture,new,87,male,Sweden,SWE,0.0,Europe,founder non-finance,4.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1122,Nancy Walton Laurie,367,2014,1962,Walmart,relation,retail, new,62,female,United States,USA,0.0,North America,inherited,4.1,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
1123,Shahid Khan,367,2014,1956,Flex-N-Gate,owner,auto parts,aquired,63,male,United States,USA,0.0,North America,executive,4.1,Traded Sectors,True,Consumer,not inherited,True,True
1124,Hope Hill Van Beuren,368,1996,1869,Campbell Soup,relation,soup,aquired,35,female,United States,USA,8100000000000.0,North America,inherited,1.1,Traded Sectors,True,Consumer,3rd generation,True,True
1125,Charlotte Colket Weber,369,1996,1869,Campbell Soup,relation,soup,aquired,35,female,United States,USA,8100000000000.0,North America,inherited,1.1,Traded Sectors,True,Consumer,3rd generation,True,True
1126,Evelyn Danzig Haas,370,1996,1853,Levi Strauss & co,relation,jeans,new,0,female,United States,USA,8100000000000.0,North America,inherited,1.1,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True
1127,Ted Schwartz,371,1996,1973,APAC Customer Services,founder,outsourcing,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,1.1,Non-Traded Sectors,True,Media,not inherited,True,True
1128,William Ford,372,1996,1903,Ford Motor Company,relation,automobiles,new,0,male,United States,USA,8100000000000.0,North America,inherited,1.1,Traded Sectors,True,Consumer,3rd generation,True,True
1129,Richard Rainwater,373,1996,1986,ENSCO International,founder,finance,new,51,male,United States,USA,8100000000000.0,North America,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True
1130,Michael Dell,374,1996,1984,Dell,founder,software,new,31,male,United States,USA,8100000000000.0,North America,founder non-finance,1.1,New Sectors,True,Technology-Computer,not inherited,True,True
1131,Reese Rowling,375,1996,1980,Tana Exploration Company,founder,raw materials,new,0,male,United States,USA,8100000000000.0,North America,privatized and resources,1.1,Resource Related,True,Energy,not inherited,True,True
1132,Arkady Rotenberg,375,2014,1930,"SGM Group, Mostotrest, TPS Avia",owner,construction,"new, privitization",62,male,Russia,RUS,0.0,Europe,privatized and resources,4.0,Non-Traded Sectors,True,Constrution,not inherited,True,True
1133,Bertil Hult,375,2014,1977,EF Education,founder,"education, language schools",new,73,male,Sweden,SWE,0.0,Europe,founder non-finance,4.0,0,True,Other,not inherited,True,True
1134,Chairul Tanjung,375,2014,1987,Para Group (aka CT Corp),founder,finance,new,51,male,Indonesia,IDN,0.0,East Asia,privatized and resources,4.0,Financial,True,Diversified financial,not inherited,True,True
1135,Curt Engelhorn,375,2014,1865,BASF/Boehringer Mannheim/DePuy,relation,medicals,new,87,male,Germany,DEU,0.0,Europe,inherited,4.0,New Sectors,True,Technology-Medical,4th generation,True,True
1136,David & Frederick Barclay,375,2014,1968,Press Holdings,founder,communication,new,80,male,United Kingdom,GBR,0.0,Europe,founder non-finance,4.0,Non-Traded Sectors,True,Media,not inherited,True,True
1137,Erich Kellerhals,375,2014,1963,Media Markt,founder,retail,new,75,male,Germany,DEU,0.0,Europe,founder non-finance,4.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1138,Gustaf Douglas,375,2014,1984,Investment AB Latour,founder,security ,new,76,male,Sweden,SWE,0.0,Europe,founder non-finance,4.0,0,True,Other,not inherited,True,True
1139,Gustavo Cisneros,375,2014,1929,Cisneros Group,relation,communication,new,68,male,Venezuela,VEN,0.0,Latin America,inherited,4.0,Non-Traded Sectors,True,Media,father,True,True
1140,John Morris,375,2014,1972,Bass Pro Shops,founder,retail,new,65,male,United States,USA,0.0,North America,founder non-finance,4.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1141,Lars Larsen,375,2014,1979,JYSK,founder and CEO,retail,new,65,male,Denmark,DEN,0.0,Europe,founder non-finance,4.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1142,Lei Jun,375,2014,2010,Xiaomi Tech,founder,software,new,44,male,China,CHN,0.0,East Asia,founder non-finance,4.0,Traded Sectors,True,Consumer,not inherited,True,True
1143,Randal Kirk,375,2014,1984,General Injectables and Vaccines/Third Security LLC,founder,biotech investing,new,60,male,United States,USA,0.0,North America,founder non-finance,4.0,New Sectors,True,Technology-Medical,not inherited,True,True
1144,Wang Wei,375,2014,1993,S.F. Express,founder,express delivery services,new,0,male,China,CHN,0.0,East Asia,founder non-finance,4.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1145,Curtis LeRoy Carlson,376,1996,1938,Carlson,founder,service,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,1.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1146,Charles Schwab,377,1996,1971,Charles Schwab Corporation,founder,brokerage/banking,new,58,male,United States,USA,8100000000000.0,North America,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True
1147,Eli Broad,378,1996,1957,"Kaufman and Broad, SunAmerica",founder,construction/insurance,new/aquired,62,male,United States,USA,8100000000000.0,North America,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True
1148,Carl Lindner Jr,379,1996,1959,American Financial Group,founder,finance,new,76,male,United States,USA,8100000000000.0,North America,founder non-finance,1.1,0,True,0,not inherited,True,True
1149,Thomas Frist,380,1996,1968,Hostpital Corporation of America,founder/relation,medicals,new,57,male,United States,USA,8100000000000.0,North America,founder non-finance,1.1,New Sectors,True,Technology-Medical,not inherited,True,True
1150,Charles Gates Jr,381,1996,1911,Gates Rubber Company,relation,tires,aquired,74,male,United States,USA,8100000000000.0,North America,inherited,1.1,Resource Related,True,Mining and metals,father,True,True
1151,Gustavo Cisneros,382,1996,1929,Cisneros Group,relation,communication,new,50,male,Venezuela,VEN,68258588863.0,Latin America,inherited,1.1,Non-Traded Sectors,True,Media,father,True,True
1152,Ahmed Ali Kanoo,383,1996,1890,YBA Kanoo,relation,service,new,0,male,Bahrain,BHR,6100000000.0,Middle East/North Africa,inherited,1.0,Traded Sectors,True,Consumer,3rd generation,True,True
1153,Larragoiti family,384,1996,1895,SulAmerica Seguros,,insurance,new,0,,Brazil,BRA,854000000000.0,Latin America,inherited,1.0,Financial,True,Hedge funds,not inherited,True,True
1154,Norberto Odebrecht,385,1996,1944,Odebrecht Group,founder,construction,new,0,male,Brazil,BRA,854000000000.0,Latin America,founder non-finance,1.0,Non-Traded Sectors,True,Constrution,not inherited,True,True
1155,Gerard Louis-Dreyfus,386,1996,1851,Louis Dreyfus Group,relation,energy,new,63,male,France,FRA,1610000000000.0,Europe,inherited,1.0,Financial,True,Money Management,4th generation,True,True
1156,Nathaniel Rothschild,387,1996,1811,?N M Rothschild & Sons,relation,finance,new,0,male,United Kingdom,GBR,1310000000000.0,Europe,inherited,1.0,Financial,True,Money Management,5th generation or longer,True,True
1157,Alfredo Harp Helu,387,2001,1884,Banamex,owner,finance,aquired,57,male,Mexico,MEX,725000000000.0,Latin America,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True
1158,Andronico Luksic,387,2001,1888,Antofagasta,founder,raw materials,aquired,74,male,Chile,CHL,72300000000.0,Latin America,privatized and resources,1.3,Resource Related,True,Mining and metals,not inherited,True,True
1159,Anthony Bamford,387,2001,1945,JCB,relation,"heavy equiptment (excavators, backhoes and tractors)",new,55,male,United Kingdom,GBR,1530000000000.0,Europe,inherited,1.3,Non-Traded Sectors,True,Constrution,father,True,True
1160,Arthur Williams Jr,387,2001,1977,A.L. Williams & Associates,founder,life insurance ,new,58,male,United States,USA,10600000000000.0,North America,self-made finance,1.3,Financial,True,Hedge funds,not inherited,True,True
1161,Arturo Moreno,387,2001,1947,Outdoor Systems,CEO,communication,new,54,male,United States,USA,10600000000000.0,North America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1162,Bradley Hughes,387,2001,1972,Public Storage,founder,service,new,67,male,United States,USA,10600000000000.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1163,Calisto Tanzi,387,2001,1961,Parmalat,founder,dairy,new,0,male,Italy,ITA,1160000000000.0,Europe,founder non-finance,1.3,Traded Sectors,True,Consumer,not inherited,True,True
1164,Carlo De Benedetti,387,2001,1976,CIR Group,relation,communication,aquired,0,male,Italy,ITA,1160000000000.0,Europe,inherited,1.3,Non-Traded Sectors,True,Media,father,True,True
1165,Charles Munger,387,2001,1962,Berkshire Hathaway,vice-chairman,finance,new,76,male,United States,USA,10600000000000.0,North America,executive,1.3,Traded Sectors,True,Consumer,not inherited,True,True
1166,Donald Sturm,387,2001,1884,Peter Kiewit Sons,owner,finance,new,0,male,United States,USA,10600000000000.0,North America,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True
1167,Eliodoro Matte,387,2001,1920,CMPC,relation,raw materials,new,55,male,Chile,CHL,72300000000.0,Latin America,inherited,1.3,Traded Sectors,True,Consumer,father,True,True
1168,Francesco Micheli,387,2001,1999,e.Biscom-Fastweb,chairman,software,new,0,male,Italy,ITA,1160000000000.0,Europe,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True
1169,Germain Lamonde,387,2001,1985,EXFO,founder,service assurance instruments,new,0,male,Canada,CAN,733000000000.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True
1170,Haim Saban,387,2001,1988,Saban Entertainment,founder,communication,new,56,male,United States,USA,10600000000000.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True
1171,Hans-Werner Hector,387,2001,1972,SAP AG,founder,software,new,61,male,Germany,DEU,1950000000000.0,Europe,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True
1172,Henry Sy,387,2001,1960,SM Malls,founder,retail,new,76,male,Philippines,PHL,76261998621.0,East Asia,founder non-finance,1.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
