,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
797,Gerald Cadogan,490,2001,1712,Cadogan Estates,relation,real estate,new,0,male,United Kingdom,GBR,1530000000000.0,Europe,inherited,1.0,Financial,True,Real Estate,5th generation or longer,True,True
798,German Larrea Mota Velasco,490,2001,1978,Grupo Mexio,founder,raw materials,new,47,male,Mexico,MEX,725000000000.0,Latin America,privatized and resources,1.0,Resource Related,True,Mining and metals,not inherited,True,True
799,Jacob and Yehudith Richter,490,2001,1992,Medinol,founder,medicals,new,0,married couple,Israel,ISR,130000000000.0,Middle East/North Africa,founder non-finance,1.0,New Sectors,True,Technology-Medical,not inherited,True,True
800,Jacques Servier,490,2001,1954,Laboratories Servier,founder,medicals,new,0,male,France,FRA,1380000000000.0,Europe,self-made finance,1.0,Financial,True,Diversified financial,not inherited,True,True
801,Jerome Kohlberg,490,2001,1976,Kohberg Kravis Roberts & Co,founder,finance,new,75,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Private equity/leveraged buyout,not inherited,True,True
802,Jerry Yang,490,2001,1994,Yahoo!,founder,software,new,32,male,United States,USA,10600000000000.0,North America,founder non-finance,1.0,New Sectors,True,Technology-Computer,not inherited,True,True
803,John Todd,490,2001,1929,Todd Energy,relation,raw materials,new,0,male,New Zealand,NZL,53872593337.0,North America,inherited,1.0,Resource Related,True,Energy,3rd generation,True,True
804,Julian Robertson,490,2001,1980,Tiger Management Corp,founder,finance,new,69,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Hedge funds,not inherited,True,True
805,Lee Hon Chiu,490,2001,1920,Hysan Development,relation,real estate,new,0,male,Hong Kong,HKG,169000000000.0,East Asia,inherited,1.0,Financial,True,Real Estate,father,True,True
806,Michael Lee-Chin,490,2001,1950,Otto Group,relation,retail,new,50,male,Canada,CAN,733000000000.0,North America,inherited,1.0,Financial,True,Hedge funds,father,True,True
807,Norman Waitt,490,2001,1985,Gateway,founder,software,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.0,Non-Traded Sectors,True,Media,not inherited,True,True
808,Pincus Green,490,2001,1974,Glencore,founder,raw materials,new,65,male,Switzerland,CHE,279000000000.0,Europe,privatized and resources,1.0,Resource Related,True,Energy,not inherited,True,True
809,Shoji Uehara,490,2001,1912,Taisho Pharmaceutical,relation,medicals,new,0,male,Japan,JPN,4160000000000.0,East Asia,inherited,1.0,New Sectors,True,Technology-Medical,father,True,True
810,Tom Gores,490,2001,1995,Platinum Equity,founder,finance,new,36,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Private equity/leveraged buyout,not inherited,True,True
811,Vinod Khosla,490,2001,1982,Sun Microsystems,founder,software,new,46,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Venture Capital,not inherited,True,True
812,Wee Cho Yaw,490,2001,1935,United Overseas Bank,relation,finance,new,72,male,Singapore,SGP,89285087395.0,East Asia,inherited,1.0,Financial,True,Money Management,father,True,True
813,William Hearst III,490,2001,1887,Hearst Corporation,relation,communication,new,51,male,United States,USA,10600000000000.0,North America,inherited,1.0,Non-Traded Sectors,True,Media,3rd generation,True,True
814,Desh Bandhu Gupta,506,2014,1968,Lupin Limited,founder,medicals,new,76,male,India,IND,0.0,South Asia,founder non-finance,3.2,New Sectors,True,Technology-Medical,not inherited,True,True
815,Frederick Smith,506,2014,1971,FedEx,founder,service,new,69,male,United States,USA,0.0,North America,founder non-finance,3.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
816,George Lindemann,506,2014,1972,"Vision Cable, Metro Mobile, Southern Union",Chairman and Chief Executive Officer,communication,new,77,male,United States,USA,0.0,North America,self-made finance,3.2,Financial,True,Diversified financial,not inherited,True,True
817,Gianluigi Aponte,506,2014,1970,MSC,founder,service,new,0,male,Switzerland,CHE,0.0,Europe,founder non-finance,3.2,0,True,Other,not inherited,True,True
818,Heidi Horten,506,2014,1936,Horten AG,relation,retail,new,73,female,Austria,AUT,0.0,Europe,inherited,3.2,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True
819,"Julian Robertson, Jr.",506,2014,1980,Tiger Management Corp,founder,finance,new,82,male,United States,USA,0.0,North America,self-made finance,3.2,Financial,True,Hedge funds,not inherited,True,True
820,Rafaela Aponte,506,2014,1970,MSC,founder,service,new,0,female,Switzerland,CHE,0.0,Europe,founder non-finance,3.2,0,True,Other,not inherited,True,True
821,Spiro Latsis,506,2014,1938,EFG International,relation,service,new,67,male,Greece,GRC,0.0,Europe,inherited,3.2,Financial,True,Money Management,father,True,True
822,Andre Esteves,520,2014,2008,BTG Pactual,founder,finance,new,45,male,Brazil,BRA,0.0,Latin America,self-made finance,3.1,Financial,True,Money Management,not inherited,True,True
823,Anthony Pritzker,520,2014,1957,Hyatt,relation,real estate,aquired,53,male,United States,USA,0.0,North America,inherited,3.1,Financial,True,Real Estate,father,True,True
824,Antonio Ermirio de Moraes,520,2014,1919,Votorantim Group,relation,raw materials,new,85,male,Brazil,BRA,0.0,Latin America,inherited,3.1,Financial,True,Diversified financial,father,True,True
825,Daniel D'Aniello,520,2014,1987,Carlyle Group,founder,finance,new,67,male,United States,USA,0.0,North America,self-made finance,3.1,Financial,True,Private equity/leveraged buyout,not inherited,True,True
826,David Azrieli,520,2014,1985,Azrieli Group,founder,real estate,new,91,male,Canada,CAN,0.0,North America,self-made finance,3.1,Financial,True,Real Estate,not inherited,True,True
827,David Rubenstein,520,2014,1987,Carlyle Group,founder,finance,new,64,male,United States,USA,0.0,North America,self-made finance,3.1,Financial,True,Private equity/leveraged buyout,not inherited,True,True
828,Eddie & Sol Zakay,520,2014,0,Topland Group,founder,real estate,new,63,male,United Kingdom,GBR,0.0,Europe,self-made finance,3.1,Financial,True,Real Estate,not inherited,True,True
829,Ermirio Pereira de Moraes,520,2014,1919,Votorantim Group,relation,raw materials,new,81,male,Brazil,BRA,0.0,Latin America,inherited,3.1,Financial,True,Diversified financial,father,True,True
830,Isaac Perlmutter,520,2014,1998,Marvel Entertainment,CEO,communication,aquired,71,male,United States,USA,0.0,North America,executive,3.1,Non-Traded Sectors,True,Media,not inherited,True,True
831,Jay Robert (J.B.) Pritzker,520,2014,1957,Hyatt,relation,real estate,aquired,49,male,United States,USA,0.0,North America,inherited,3.1,Financial,True,Real Estate,father,True,True
832,Judy Faulkner,520,2014,1979,Epic Systems,founder,medicals,new,70,female,United States,USA,0.0,North America,founder non-finance,3.1,New Sectors,True,Technology-Medical,not inherited,True,True
833,Maria Helena Moraes Scripilliti,520,2014,1919,Votorantim Group,relation,raw materials,new,83,female,Brazil,BRA,0.0,Latin America,inherited,3.1,Financial,True,Diversified financial,father,True,True
834,Najib Mikati,520,2014,1982,Investcom,founder,communication,new,58,male,Lebanon,LBN,0.0,Middle East/North Africa,privatized and resources,3.1,Non-Traded Sectors,True,Media,not inherited,True,True
835,Peter Kellogg,520,2014,1931,"Spear, Leeds & Kellogg",relation,finance,new,71,male,United States,USA,0.0,North America,inherited,3.1,Financial,True,Diversified financial,father,True,True
836,Roger Wang,520,2014,1992,Golden Eagle International Group,founder,retail,new,65,male,United States,USA,0.0,North America,founder non-finance,3.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
837,Shi Yuzhu,520,2014,2005,Giant Interactive,founder,software,new,51,male,China,CHN,0.0,East Asia,founder non-finance,3.1,New Sectors,True,Technology-Computer,not inherited,True,True
838,Stanley Druckenmiller,520,2014,1981,Duquesne Capital,founder,finance,new,60,male,United States,USA,0.0,North America,self-made finance,3.1,Financial,True,Hedge funds,not inherited,True,True
839,Taha Mikati,520,2014,1982,Investcom,founder,communication,new,69,male,Lebanon,LBN,0.0,Middle East/North Africa,privatized and resources,3.1,Non-Traded Sectors,True,Media,not inherited,True,True
840,Wang Yung-Tsai,520,2014,1954,Formosa Plastics,founder,raw materials,new,93,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,3.1,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
841,"William Conway, Jr.",520,2014,1987,Carlyle Group,founder,finance,new,64,male,United States,USA,0.0,North America,self-made finance,3.1,Financial,True,Private equity/leveraged buyout,not inherited,True,True
842,Yitzhak Tshuva,520,2014,1992,El-Ad Group,founder and chairman,real estate,new,65,male,Israel,ISR,0.0,Middle East/North Africa,self-made finance,3.1,Financial,True,Real Estate,not inherited,True,True
843,Alexander Nesis,551,2014,1991,ICT Group,founder,finance,new,51,male,Russia,RUS,0.0,Europe,privatized and resources,3.0,Resource Related,True,Mining and metals,not inherited,True,True
844,"Amos Hostetter, Jr.",551,2014,1964,Continental Cablevision,founder,communication,new,77,male,United States,USA,0.0,North America,founder non-finance,3.0,Non-Traded Sectors,True,Media,not inherited,True,True
845,Brian Acton,551,2014,2009,WhatsApp,founder,software,new,42,male,United States,USA,0.0,North America,founder non-finance,3.0,New Sectors,True,Technology-Computer,not inherited,True,True
846,Edward Lampert,551,2014,1988,ESL Investment,founder,finance,new,51,male,United States,USA,0.0,North America,founder non-finance,3.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
847,Fred DeLuca,551,2014,1965,Subway,founder,service,new,66,male,United States,USA,0.0,North America,founder non-finance,3.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
848,Husnu Ozyegin,551,2014,1987,FIBA Holding,founder,finance,new,69,male,Turkey,TUR,0.0,Middle East/North Africa,self-made finance,3.0,Financial,True,Money Management,not inherited,True,True
849,Jerry Jones,551,2014,1970,Jones Oil and Land Lease,founder,raw materials,new,71,male,United States,USA,0.0,North America,founder non-finance,3.0,0,True,Other,not inherited,True,True
850,John Catsimatidis,551,2014,1971,Gristedes Foods,founder,service,new,65,male,United States,USA,0.0,North America,privatized and resources,3.0,Resource Related,True,Energy,not inherited,True,True
851,Kerr Neilson,551,2014,1994,Platinum Asset Management,founder,finance,new,64,male,Australia,AUS,0.0,North America,self-made finance,3.0,Financial,True,Diversified financial,not inherited,True,True
852,Kushal Pal Singh,551,2014,1946,DLF Limited,relation and chairman,real estate,new,82,male,India,IND,0.0,South Asia,inherited,3.0,Financial,True,Real Estate,father,True,True
853,Lawrence Ho,551,2014,1962,"Sociedade de Turismo e Divers?es de Macau, SA",relation,real estate,new,37,male,Hong Kong,HKG,0.0,East Asia,inherited,3.0,Financial,True,Real Estate,father,True,True
854,Paul Ramsay,551,2014,1964,Ramsay Health Care,founder,medicals,new,78,male,Australia,AUS,0.0,North America,founder non-finance,3.0,New Sectors,True,Technology-Medical,not inherited,True,True
855,Peter Buck,551,2014,1965,Subway,founder,service,new,83,male,United States,USA,0.0,North America,founder non-finance,3.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
856,Samuel Tak Lee,551,2014,1958,Prudential Enterprise,relation,real estate,new,74,male,Hong Kong,HKG,0.0,East Asia,inherited,3.0,Financial,True,Real Estate,father,True,True
857,Wang Yusuo,551,2014,1992,ENN Energy Group,founder,raw materials,new,49,male,China,CHN,0.0,East Asia,privatized and resources,3.0,Resource Related,True,Energy,not inherited,True,True
858,David Filo,580,2014,1994,Yahoo!,founder,software,new,47,male,United States,USA,0.0,North America,founder non-finance,2.9,New Sectors,True,Technology-Computer,not inherited,True,True
859,"David Rockefeller, Sr.",580,2014,1870,Standard Oil,relation,raw materials,new,98,male,United States,USA,0.0,North America,inherited,2.9,Resource Related,True,Energy,3rd generation,True,True
860,Farhad Moshiri,580,2014,1999,Metalloinvest,founder,raw materials,new,58,male,United Kingdom,GBR,0.0,Europe,privatized and resources,2.9,Resource Related,True,Mining and metals,not inherited,True,True
861,Fernando Roberto Moreira Salles,580,2014,1926,Unibanco,relation,finance,new,67,male,Brazil,BRA,0.0,Latin America,inherited,2.9,Financial,True,Money Management,3rd generation,True,True
862,Igor Olenicoff,580,2014,1973,Olen Properties,founder,real estate,new,71,male,United States,USA,0.0,North America,self-made finance,2.9,Financial,True,Real Estate,not inherited,True,True
863,Joao Moreira Salles,580,2014,1926,Unibanco,relation,finance,new,52,male,Brazil,BRA,0.0,Latin America,inherited,2.9,Financial,True,Money Management,3rd generation,True,True
864,John Arnold,580,2014,2003,Centaurus Advisors,founder,finance,new,39,male,United States,USA,0.0,North America,self-made finance,2.9,Financial,True,Hedge funds,not inherited,True,True
865,Joshua Harris,580,2014,1990,Apollo Group Management,founder,finance,new,49,male,United States,USA,0.0,North America,self-made finance,2.9,Financial,True,Private equity/leveraged buyout,not inherited,True,True
866,Magdalena Martullo-Blocher,580,2014,1936,EMS-Chemie,relation and ceo,raw materials,aquired,45,female,Switzerland,CHE,0.0,Europe,inherited,2.9,Traded Sectors,True,Non-consumer industrial,father,True,True
867,Marc Rowan,580,2014,1990,Apollo Group Management,founder,finance,new,52,male,United States,USA,0.0,North America,self-made finance,2.9,Financial,True,Private equity/leveraged buyout,not inherited,True,True
868,Oprah Winfrey,580,2014,1986,Harpo Productions,"founder, chairwoman, ceo",communication,new,60,female,United States,USA,0.0,North America,founder non-finance,2.9,Non-Traded Sectors,True,Media,not inherited,True,True
869,Pedro Moreira Salles,580,2014,1926,Unibanco,relation,finance,new,54,male,Brazil,BRA,0.0,Latin America,inherited,2.9,Financial,True,Money Management,3rd generation,True,True
870,Rahel Blocher,580,2014,1936,EMS-Chemie,relation,raw materials,aquired,38,female,Switzerland,CHE,0.0,Europe,inherited,2.9,Traded Sectors,True,Non-consumer industrial,father,True,True
871,Thomas Pritzker,580,2014,1957,Hyatt,relation,real estate,aquired,63,male,United States,USA,0.0,North America,inherited,2.9,Financial,True,Real Estate,father,True,True
872,Tom Gores,580,2014,1995,Platinum Equity,founder,finance,new,49,male,United States,USA,0.0,North America,self-made finance,2.9,Financial,True,Private equity/leveraged buyout,not inherited,True,True
873,Walther Moreira Salles Junior,580,2014,1926,Unibanco,relation,finance,new,57,male,Brazil,BRA,0.0,Latin America,inherited,2.9,Financial,True,Money Management,3rd generation,True,True
874,Abilio dos Santos Diniz,609,2014,1948,Companhia Brasileira de Distribui?ao,relation,retail,new,77,male,Brazil,BRA,0.0,Latin America,inherited,2.8,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
875,Alexandra Schorghuber,609,2014,1954,Schorghuber Group,relation,real estate,new,55,female,Germany,DEU,0.0,Europe,inherited,2.8,Financial,True,Real Estate,spouse/widow,True,True
876,Alexandre Soares dos Santos,609,2014,1792,Jeronimo Martins,relation,service,new,79,male,Portugal,PRT,0.0,Europe,inherited,2.8,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
877,Angela Leong,609,2014,1962,"Sociedade de Turismo e Divers?es de Macau, SA",relation,real estate,new,52,female,Hong Kong,HKG,0.0,East Asia,inherited,2.8,Financial,True,Real Estate,spouse/widow,True,True
878,Bernard Broermann,609,2014,1984,Asklepios Kliniken GmbH,founder,medicals,new,70,male,Germany,DEU,0.0,Europe,founder non-finance,2.8,New Sectors,True,Technology-Medical,not inherited,True,True
879,Chee Chen Tung,609,2014,1969,Orient Overseas Container Line,relation,service,new,72,male,Hong Kong,HKG,0.0,East Asia,inherited,2.8,Traded Sectors,True,Other,father,True,True
880,Dirk Rossmann,609,2014,1972,Rossmann,founder,retail,new,67,male,Germany,DEU,0.0,Europe,founder non-finance,2.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
881,"Edward DeBartolo, Jr.",609,2014,1944,Edward J. DeBartolo Corporation,relation,real estate,new,67,male,United States,USA,0.0,North America,inherited,2.8,Financial,True,Real Estate,father,True,True
882,Huang Rulun,609,2014,1991,Century Golden Resources Group,founder,real estate,new,62,male,China,CHN,0.0,East Asia,self-made finance,2.8,Financial,True,Real Estate,not inherited,True,True
883,Joan Tisch,609,2014,1946,Loews Corporation,relation,retail,new,88,female,United States,USA,0.0,North America,inherited,2.8,Financial,True,Diversified financial,spouse/widow,True,True
884,John Caudwell,609,2014,1986,Midland Mobile Phones,founder,communication,new,61,male,United Kingdom,GBR,0.0,Europe,founder non-finance,2.8,Traded Sectors,True,Consumer,not inherited,True,True
885,Masahiro Miki,609,2014,1985,ABC-Mart,founder,retail,new,58,male,Japan,JPN,0.0,East Asia,founder non-finance,2.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
886,Michael & Rainer Schmidt-Ruthenbeck,609,2014,1923,Metro AG,relation,retail,new,0,male,Germany,DEU,0.0,Europe,inherited,2.8,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
887,Peter Sondakh,609,2014,1980,Golden Eagle Energy,owner,raw materials,new,62,male,Indonesia,IDN,0.0,East Asia,self-made finance,2.8,Financial,True,Diversified financial,not inherited,True,True
888,Robert Bass,609,2014,1919,Sid Richardson Gasoline Co,relation,raw materials,new,66,male,United States,USA,0.0,North America,inherited,2.8,Resource Related,True,Energy,father,True,True
889,W. Herbert Hunt,609,2014,1920,Petro-Hunt,relation,raw materials,new,85,male,United States,USA,0.0,North America,inherited,2.8,Resource Related,True,Energy,father,True,True
890,Richard Chandler,641,2014,1986,Chandler Corporation,founder,finance,new,55,male,New Zealand,NZL,0.0,North America,self-made finance,2.8,Financial,True,Diversified financial,not inherited,True,True
891,Dagmar Dolby,642,2014,1965,Dolby Laboratories,relation,software,new,72,female,United States,USA,0.0,North America,inherited,2.7,New Sectors,True,Technology-Computer,spouse/widow,True,True
892,David Bonderman,642,2014,1992,TPG Capital,founder,finance,new,71,male,United States,USA,0.0,North America,self-made finance,2.7,Financial,True,Private equity/leveraged buyout,not inherited,True,True
893,Elaine Wynn,642,2014,1973,Wynn Resorts (formarly Mirage Resorts),founder,real estate,new,70,female,United States,USA,0.0,North America,self-made finance,2.7,Financial,True,Real Estate,not inherited,True,True
894,Eva Maria Bucher-Haefner,642,2014,1976,CA Technologies,relation,software,new,57,female,Switzerland,CHE,0.0,Europe,inherited,2.7,New Sectors,True,Technology-Computer,father,True,True
895,Jeff Sutton,642,2014,1994,Wharton Properties,founder,real estate,new,54,male,United States,USA,0.0,North America,self-made finance,2.7,Financial,True,Real Estate,not inherited,True,True
896,Johan Johannson,642,2014,1866,Joh. Johannson,relation,service,new,47,male,Norway,NOR,0.0,Europe,inherited,2.7,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
897,Law Kar Po,642,2014,1961,Park Hotel Group,founder,real estate,new,66,male,Hong Kong,HKG,0.0,East Asia,self-made finance,2.7,Financial,True,Real Estate,not inherited,True,True
898,Liu Qiangdong,642,2014,2004,JD.com,founder,retail,new,39,male,China,CHN,0.0,East Asia,founder non-finance,2.7,New Sectors,True,Technology-Computer,not inherited,True,True
899,Michael Rubin,642,2014,1995,Kynetic/GSI,founder,retail,new,41,male,United States,USA,0.0,North America,founder non-finance,2.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
900,Patrice Motsepe,642,2014,1997,African Rainbow Minerals,founder and executive chairman,raw materials,new,52,male,South Africa,ZAF,0.0,Sub-Saharan Africa,privatized and resources,2.7,Resource Related,True,Mining and metals,not inherited,True,True
901,Qiu Guanghe,642,2014,1996,Zhejiang Semir Garment,chairman,retail,new,62,male,China,CHN,0.0,East Asia,founder non-finance,2.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
902,Ron Burkle,642,2014,1986,Yucaipa Companies,founder,finance,new,61,male,United States,USA,0.0,North America,founder non-finance,2.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
903,Tong Jinquan,642,2014,1992,Summit,chairman,real estate,new,59,male,China,CHN,0.0,East Asia,self-made finance,2.7,Financial,True,Real Estate,not inherited,True,True
904,Ye Chenghai,642,2014,1998,Shenzhen Salubris Pharmaceuticals,chairman,medicals,new,70,male,Hong Kong,HKG,0.0,East Asia,executive,2.7,New Sectors,True,Technology-Medical,not inherited,True,True
905,A. Jerrold Perenchio,663,2014,1955,Univision,former chairman and CEO,communication,aquired,83,male,United States,USA,0.0,North America,executive,2.6,Non-Traded Sectors,True,Media,not inherited,True,True
906,Anita Zucker,663,2014,1670,Hudson's Bay Company,relation,retail,privatization,62,female,United States,USA,0.0,North America,inherited,2.6,Traded Sectors,True,Non-consumer industrial,spouse/widow,True,True
907,Cristina Green,663,2014,1903,Arcadia,owner,retail,aquired,0,female,United Kingdom,GBR,0.0,Europe,executive,2.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
908,Daniel Mate,663,2014,1974,Glencore Xstrata,leadership,raw materials,new,50,male,Spain,ESP,0.0,Europe,privatized and resources,2.6,Resource Related,True,Mining and metals,not inherited,True,True
909,Edson de Godoy Bueno,663,2014,1972,Amil,founder,medicals,new,70,male,Brazil,BRA,0.0,Latin America,founder non-finance,2.6,Financial,True,Real Estate,not inherited,True,True
910,Emilio Azcarraga Jean,663,2014,1955,Grupo Televisa,relation,communication,new,46,male,Mexico,MEX,0.0,Latin America,inherited,2.6,Non-Traded Sectors,True,Media,father,True,True
911,Helmut Sohmen,663,2014,1955,BW Group,relation,service,new,74,male,Austria,AUT,0.0,Europe,inherited,2.6,Traded Sectors,True,Other,father,True,True
912,"Herbert Allen, Jr.",663,2014,1922,Allen & Company,relation,finance,new,74,male,United States,USA,0.0,North America,inherited,2.6,Financial,True,Money Management,father,True,True
913,Jason Chang,663,2014,1984,Advanced Semiconductor Engineering,founder,software,new,69,male,Singapore,SGP,0.0,East Asia,founder non-finance,2.6,New Sectors,True,Technology-Computer,not inherited,True,True
914,Maria Luisa Solari Falabella,663,2014,1889,SACI Falabella,relation,retail,new,73,female,Chile,CHL,0.0,Latin America,inherited,2.6,Non-Traded Sectors,True,"Retail, Restaurant",4th generation,True,True
915,Pan Zhengmin,663,2014,1993,AAC Technologies,founder,software,new,44,male,China,CHN,0.0,East Asia,founder non-finance,2.6,New Sectors,True,Technology-Computer,not inherited,True,True
916,Philip Green,663,2014,1903,Arcadia,owner,retail,aquired,0,male,United Kingdom,GBR,0.0,Europe,executive,2.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
917,Reinhold Schmieding,663,2014,1981,Arthrex Inc,founder,medicals,new,59,male,United States,USA,0.0,North America,founder non-finance,2.6,New Sectors,True,Technology-Medical,not inherited,True,True
918,Richard Rainwater,663,2014,1986,ENSCO International,founder,finance,new,69,male,United States,USA,0.0,North America,self-made finance,2.6,Financial,True,Real Estate,not inherited,True,True
919,Sean Parker,663,2014,1999,"Napster, Plaxo, Airtime",founder,communication,new,34,male,United States,USA,0.0,North America,founder non-finance,2.6,New Sectors,True,Technology-Computer,not inherited,True,True
920,Vladimir Bogdanov,663,2014,1993,Surgutneftegaz,president,raw materials,privatization,62,male,Russia,RUS,0.0,Europe,privatized and resources,2.6,Resource Related,True,Energy,not inherited,True,True
921,Yasumitsu Shigeta,663,2014,1988,Hikari Tsushin,founder,communication,new,49,male,Japan,JPN,0.0,East Asia,founder non-finance,2.6,Non-Traded Sectors,True,Media,not inherited,True,True
922,Aristotelis Mistakidis,687,2014,1974,Glencore Xstrata,"co-director of zinc, copper and lead",raw materials,new,52,male,Greece,GRC,0.0,Europe,privatized and resources,2.5,Resource Related,True,Mining and metals,not inherited,True,True
923,Belmiro de Azevedo,687,2014,1959,Sonae SGPS,chairman,retail,aquired,75,male,Portugal,PRT,0.0,Europe,executive,2.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
924,Bernardo Matte,687,2014,1920,CMPC,relation,raw materials,new,58,male,Chile,CHL,0.0,Latin America,inherited,2.5,Traded Sectors,True,Consumer,father,True,True
925,Charles Dunstone,687,2014,1989,The Carphone Warehouse,founder,communication,new,50,male,United Kingdom,GBR,0.0,Europe,founder non-finance,2.5,Traded Sectors,True,Consumer,not inherited,True,True
926,Dan Gertler,687,2014,1996,DGI Group,founder,raw materials,new,40,male,Israel,ISR,0.0,Middle East/North Africa,privatized and resources,2.5,Resource Related,True,Mining and metals,not inherited,True,True
927,Eliodoro Matte,687,2014,1920,CMPC,relation,raw materials,new,68,male,Chile,CHL,0.0,Latin America,inherited,2.5,Traded Sectors,True,Consumer,father,True,True
928,Ennio Doris,687,2014,1982,Mediolanum SpA,founder,finance,new,73,male,Italy,ITA,0.0,Europe,self-made finance,2.5,Financial,True,Money Management,not inherited,True,True
929,Francisco Jose Riberas Mera,687,2014,1958,Corporation Gestamp SL,relation,raw materials,new,49,male,Spain,ESP,0.0,Europe,inherited,2.5,Resource Related,True,Non-consumer industrial,father,True,True
930,Henry Hillman,687,2014,1942,Pittsburgh Coke & Chemical,relation,raw materials,new,95,male,United States,USA,0.0,North America,inherited,2.5,Financial,True,Diversified financial,father,True,True
931,Hubert Burda,687,2014,1898,Hubert Burda Media,relation,communication,new,74,male,Germany,DEU,0.0,Europe,inherited,2.5,Non-Traded Sectors,True,Media,father,True,True
932,Jack Dangermond,687,2014,1969,Environmental Systems Research Institute,founder,software,new,68,male,United States,USA,0.0,North America,founder non-finance,2.5,New Sectors,True,Technology-Computer,not inherited,True,True
933,Jeff Greene,687,2014,0,,founder,real estate,,59,male,United States,USA,0.0,North America,self-made finance,2.5,Financial,True,Real Estate,not inherited,True,True
934,Juan Maria Riberas Mera,687,2014,1958,Corporation Gestamp SL,relation,raw materials,new,0,male,Spain,ESP,0.0,Europe,inherited,2.5,Resource Related,True,Non-consumer industrial,father,True,True
935,Kjell Inge Rokke,687,2014,1841,Aker Soulutions ASA,owner,raw materials,aquired,55,male,Norway,NOR,0.0,Europe,executive,2.5,0,True,Other,not inherited,True,True
936,Madeleine Olsson Ericksson,687,2014,1939,Stena Sphere,relation,service,new,69,female,Sweden,SWE,0.0,Europe,inherited,2.5,Financial,True,Diversified financial,father,True,True
937,Michael Milken,687,2014,1935,Drexel Burnham Lambert,head of high-yield bond trading dept,finance,new,67,male,United States,USA,0.0,North America,self-made finance,2.5,Financial,True,Diversified financial,not inherited,True,True
938,Min Kao,687,2014,1989,Garmin,founder,software,new,65,male,United States,USA,0.0,North America,founder non-finance,2.5,New Sectors,True,Technology-Computer,not inherited,True,True
939,Mochtar Riady,687,2014,1948,Lippo Group,founder,finance,new,84,male,Indonesia,IDN,0.0,East Asia,self-made finance,2.5,Financial,True,Diversified financial,not inherited,True,True
940,Neil Bluhm,687,2014,1969,JMB Realty,founder,real estate,new,76,male,United States,USA,0.0,North America,self-made finance,2.5,Financial,True,Real Estate,not inherited,True,True
941,Patricia Matte,687,2014,1920,CMPC,relation,raw materials,new,70,female,Chile,CHL,0.0,Latin America,inherited,2.5,Traded Sectors,True,Consumer,father,True,True
942,Philip Niarchos,687,2014,1952,Niarchos Ltd,relation,service,new,60,male,Greece,GRC,0.0,Europe,inherited,2.5,0,True,Other,father,True,True
943,Phillip Ruffin,687,2014,1942,New Frontier Hotel and Casino,owner,real estate,aquired,78,male,United States,USA,0.0,North America,self-made finance,2.5,Financial,True,Real Estate,not inherited,True,True
944,Shigenobu Nagamori,687,2014,1973,Nidec,founder,software,new,69,male,Japan,JPN,0.0,East Asia,founder non-finance,2.5,Traded Sectors,True,Consumer,not inherited,True,True
945,Stefan Olsson,687,2014,1939,Stena Sphere,relation,service,new,65,male,Sweden,SWE,0.0,Europe,inherited,2.5,Financial,True,Diversified financial,father,True,True
946,Timothy Headington,687,2014,1978,Headington Oil,founder,raw materials,new,63,male,United States,USA,0.0,North America,privatized and resources,2.5,Resource Related,True,Energy,not inherited,True,True
947,Warren Stephens,687,2014,1933,Stephans Inc.,relation,finance,new,57,male,United States,USA,0.0,North America,inherited,2.5,Financial,True,Money Management,father,True,True
